pagination,pagination-href,body,Stars
"264","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_264?ie=UTF8&pageNumber=264&sortBy=recent","My wife and I have been using the iPhone 4 since it was released and it was time for an upgrade.  We don't use unlocked phones as we use Verizon but I thought that some people would like to see what the phones looked like and hear about the phone installation process from someone who has gone through it.  One phone was easy to set up and install and the other phone had issues.  Even though the phones came from Verizon the gold 64 GIG phone SIM would not register with Verizon's servers.  It took Verizon about 45 minutes to get the phone's SIM to be forced into the system while I was on the phone with them. This has been a problem with this new phone and the carriers are slowly resolving the issues.

The fingerprint recognition system is really neat and easy to set up.  You can register 5 fingers and so I registered two of mine depending on the different ways that I would grip the phone and then my wife registered on my phone.  We then did the same thing on her phone.  I immediately changed the simple password to a complex one and I strongly suggest that you do the same thing.  The four digit number code is just too easy to break.  You can program your phone to erase itself after 10 failed log in attempts but we have not done that as of yet. I figure that the fingerprint access and a complex password will slow them down a lot!

In my video I did not go through the technical details as Apple has them plastered all over the web in a much better format that I could do justice to.  For us we were looking to going to the LTE system (Faster Speed), making our phones be personal hotspots for our WIFI iPads, the finger print security and the enhanced camera and slow motion videos were of interest for us.

I did notice that the iPhone 5S runs warmer and it feels warmer in my hand.  I had my iPhone 4 in an Otterbox Defender case all the time that I owned it and perhaps it was just as warm and I never noticed it because of the case.  We were able to trade in our old phones and we got a reasonable trade in value for them and that helped with the expense of a new phone.

After the phones are registered you can only make basic calls and texting but all of your personal information is not on the phone.  I don't use iCloud as I don't want to pay for 64 GIG of backup space but I use iTunes religiously.  I backed up both of our phones before I turned off the old iPhone 4 products.  I then connected the new iPhone 5S phones and one took 1 hour and 35 minutes and the other about 1 hour and 45 minutes to sync.  I was immediately asked to upgrade to a new version of IOS 7 which took an additional 30 minutes or so for each phone.  Now all of our data was there except our MP3 music and MP4 videos that had to be reinstalled.  If you use apps that require unique passwords you will have to reregister and reenter your passwords.

The phones knew who we had our email accounts with but again we had to re-enter in our email account passwords and then they immediately downloaded.  Syncing , downloading emails and adding music and videos to your new phone is much faster thanks to the new quad core CPU.

The phones are beautiful and stylish and we both like our phones a lot.  We both would rate them as a 5 star item.  We like iPhones and we have a ton of iTunes apps which so far has kept us rebuying iPhones. It has been a good product line for us and so far we are happy.","5.0 out of 5 stars"
"7","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Very satisfaction,","5.0 out of 5 stars"
"17","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&sortBy=recent","Excellent","5.0 out of 5 stars"
"245","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_245?ie=UTF8&pageNumber=245&sortBy=recent","Its a nice phone to use. However, there isnt anything too new with the new 5s that I would say its amazing.
Just another updated Iphone and hopefully the new Iphone 6 that comes out later this year will be good.","4.0 out of 5 stars"
"237","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_237?ie=UTF8&pageNumber=237&sortBy=recent","It was ok, because we did have a little bit difficulty, other than that this is nothing more to say","5.0 out of 5 stars"
"262","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_262?ie=UTF8&pageNumber=262&sortBy=recent","What can go wrong with the iPhone 5S Gold? Nothing. Exactly.
Great phone from Apple. This is the fastest iPhone yet.","5.0 out of 5 stars"
"234","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_234?ie=UTF8&pageNumber=234&sortBy=recent","Aside from the fact that the charging cable they sent didn't even work, it's a perfectly good phone. I probably would've sent it back had I been buying it for myself on the principle of the thing, but it was for my brother, and he didn't want to have to wait for a replacement. If not for the cable thing, I would've given this 5 stars.","4.0 out of 5 stars"
"263","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&sortBy=recent","I liked the device and the new Touch ID feature. I didn't find any difference between iPhone 5 & 5S in regards of the Camera! I don't think that the iPhone 5 owners will find it attractive to upgrade from their phones to 5S!","4.0 out of 5 stars"
"14","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","This has been a great phone.  It won't sync with Itunes for some reason but other than that we have no problem with it.  My son could care less about Itunes.  He loves this phone","4.0 out of 5 stars"
"227","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_227?ie=UTF8&pageNumber=227&sortBy=recent","Excelente thanks","5.0 out of 5 stars"
"16","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&sortBy=recent","Awesome it came in really fast and works as new","5.0 out of 5 stars"
"226","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&sortBy=recent","Excelente","5.0 out of 5 stars"
"8","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&sortBy=recent","Excelente Cell Phone and customer service (y)","5.0 out of 5 stars"
"250","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_250?ie=UTF8&pageNumber=250&sortBy=recent","Iphone is my best phone what i ever had. I have some problem with touch screen.Sometimes just stop work and i have to wait a long time.","4.0 out of 5 stars"
"253","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&sortBy=recent","No complaints, as usual the house apple makes quality products, take care of every detail, and much specialize in details that matter to users, such as the duration of the battery, the RAM is extremely fast since it is dedicated, Camera, and other small details.
shame what they are in their closed systems of internal exchange of photos, music, and the vast majority of applications have to buy them, but I think that if you want a quality product is well.","5.0 out of 5 stars"
"14","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","It's perfect","5.0 out of 5 stars"
"258","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_258?ie=UTF8&pageNumber=258&sortBy=recent","Product is beautiful and gorgeous and practical ..

I liked a lot and I liked

I would advise everyone to the acquisition featured product

Greetings to you

100%","5.0 out of 5 stars"
"241","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_241?ie=UTF8&pageNumber=241&sortBy=recent","I bought a new iPhone 5S from Apple in April 2014 to replace my iPhone 4 and while a few things impressed me, several of the most important things you'd expect to do took a step backwards. As I compare the two, note that both the iPhone 4 and 5S were running on the same carrier with the same plan.

Pros:
- Lots of memory
- Quick processor (when it didn't lock up)
- Great camera
- Lightweight
- The fingerprint sensor is a godsend if you need to have a ""strong"" password, and it works very well

Cons:
- Poor phone reception -- no phone service on the first floor of my house (my iPhone 4 gets two bars/dots and doesn't drop calls when I step in the house)
- Bad 2G (Edge network) reception -- despite having a connection it can't get mail, connect to servers, etc (again, my iPhone 4 would connect in the same places without problems, albeit slowly)
- Phone pauses/locks up in some apps (email and iMessage were notable since they're apps that come with the phone) and the home button needs to be pushed repeatedly to escape
- The battery life is no better than my now 2+ yr old iPhone 4

In the end the iPhone 5S went back because it wasn't worth taking a step backwards in cell and data coverage combined with a steep price tag.  I was very disappointed.","1.0 out of 5 stars"
"250","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_250?ie=UTF8&pageNumber=250&sortBy=recent","I got an Iphone 5s and broke its screen in just the first drop of the phone (I am extremely surprised that this happened and such is the flimsy quality of the phone). This never happened with other smartphones I have used.

To my surprise none of the Apple stores do a screen replacement at the moment for 5s.
Its funny that none of the support folks know that information. I had to find this the hard way out after spending several hours calling each of the stores and then the support.

Its been 4 months apple launched the phone 5s and you guys tell me to shell 269$ to get a new phone. You guys will loose customers in this way. You have definitely lost me. I am not buying any apple product again. To me you guys are a rip off.","1.0 out of 5 stars"
"19","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&sortBy=recent","Iphone 5's are where its at.. great iphone","5.0 out of 5 stars"
"254","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_254?ie=UTF8&pageNumber=254&sortBy=recent","Bought this as a Christmas gift fo my wife. The item arrived as advertised on time and has worked well. The gift was well received.","5.0 out of 5 stars"
"237","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_237?ie=UTF8&pageNumber=237&sortBy=recent","So far so good, i've been like a month using this phone And l loved it... A nice change for my iphone 4s... It's brand new, came in the box sealed, accesories... UNLOCKED... 100% recommended.
I'm using it in Venezuela.","5.0 out of 5 stars"
"2","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&sortBy=recent","Good packaging but the usb cable charger is not working when I use it for recharge the batteries","1.0 out of 5 stars"
"242","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_242?ie=UTF8&pageNumber=242&sortBy=recent","Is the iPhone 5s just another iPhone? Yes it is another iPhone but with this updated version comes many new features.  The purpose of the iPhone is to serve people that require a higher standard of technology out of their mobile device. I believe that the aim of apple in creating the iPhone 5s was to create a better version of the previous version to keep and edge on their competition and ultimately make more money.
My evaluation of the product is that it is a great device. The new improvements begin with a sleeker design than before and slightly different hardware scheme. The biggest improvement is the new touch id sensor. This allows someone to use his or her fingerprint to gain access into the phone. The next biggest improvement is the camera. Its improvements in picture sharpness and low light visibility far outdo the previous model.
 Some of the negatives of the product include the screen, which has remained exactly the same. As most people know who have owned an iPhone in the past will know that one of the biggest problems is the battery life. The life of the battery has always been an issue with iPhones and this model is no exception with the problem still occurring. All i can say is that i hope they fix this on the next model that is released. Also the iPhone 5s continues to be the most expensive smartphone on the market. The final thing that has gotten the iPhone models criticism in previous years and continues to be a problem for the 5s is its battery life. The life of the battery per charge still seems to be a slight issue even with the iPhone 5s.
 In conclusion I believe that over all the iPhone 5s is a great product. I have had an older model iPhone for many years now and they just don't compare to the competition in my opinion. The technology is always one step above the competition and the platform is very user friendly. These reasons are why the IPhone sells so many units every time they release a new model. Im sure the iPhone 5 will be the same way. When a product is better than the completion it always sells better. This has been shown through the number sold being extraordinarily high regardless of it being the most expensive smart phone out there. I think that it is a great phone and is very up to date on the technology. If you have been thinking about one, its undoubtedly worth looking into.","3.0 out of 5 stars"
"242","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_242?ie=UTF8&pageNumber=242&sortBy=recent","This mind blowing piece of technology is such a cool and convenient thing to have no matter what you need your phone for. It offers everything any other phone has, and it has a lot more than many phones can offer. The iphone 5s is one of two new apple cell phones that came out in September of 2013. It is fun, helpful, easy to use, and I could not be happier to own it, and I have never owned a phone that does so many things with so little flaws. Although I said it has few flaws, it could make or break someones purchase of it. The iphone 5s is supposed to have a bigger battery, but It dies way to quickly for me. You cannot be on the internet long, listen to music long or even constantly text without it dieing quickly. It is extremely sensitive to touches, it can turn on the voice command with a touch of the home button, and it will call people without you knowing if you do not lock it back when your done. The phone cannot use the iphone 4, 4s, 5, or 5c cases due to the home button, so you have to buy certain cases for the phone. The final flaw I have with it, is that the phone is that the lock screen is slow sometimes. However, the good things it has to offer are way too many to say, but the main things are super cool. It offers a ton of apps like games, social media, emails, calculator, flashlights, fitness, health, banking, reminders, calendars, and so much more. This phone even comes in black, white, and gold, so you have options now. The back of the phone is not even made of glass anymore, so it is a better chance of not cracking it. This phone has a thumb print scanner that allows you to enter your phone, download apps, or update your phone. This phone is the only one I have heard of that has this. It just keeps your thumb print in the memory of the phone, and you place your thumb on the home button and it will allow you and you only into your phone.The camera comes with an LED flash, filters, slow motion videos, panorama pictures, and takes amazing pictures. The phone comes with siri which is the voice command that talks to you, gives you GPS, gives you close gas stations, gives you close restaurants, sends text messages on your command, and calls people on your command. That is really a site to see. Lastly, it opens up Microsoft documents and even PDF files for anyone that uses it for business, and it is good quality too. Overall I can say the good outweighs the bad by far, and this phone is totally worth buying. I am very pleased with buying this phone, and it is a wonderful to own. Everyone who wants a good, durable, and fascinating phone should buy this one now!","4.0 out of 5 stars"
"246","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_246?ie=UTF8&pageNumber=246&sortBy=recent","This seller sold me a defected product whom they blame on my part, but the only way i touched the phone was to charge it. Moreover, Apple says the iphone has a water spillage of some sort, which is impossible for that issue to be on my end. Although most reviews are very good for this seller, be aware that there will always be those few people who get f***** over by Technomaster.","1.0 out of 5 stars"
"17","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&sortBy=recent","This phone did not come truly unlocked. I was unable to get the phone with any carrier.","1.0 out of 5 stars"
"12","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","The second day I had this phone it started freezing and to the point where it has to be turned off because it won't return to original screen. Not to mention it automatically starts glitching uncontrollably every time it is plugged in to a charger. Finger sensor works when it wants to . last time I buy an iPhone online","1.0 out of 5 stars"
"244","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_244?ie=UTF8&pageNumber=244&sortBy=recent","If you own an iphone of an older generation it's difficult not to appreciate this ultra-fast beautiful iphone
Excellent device","5.0 out of 5 stars"
"228","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_228?ie=UTF8&pageNumber=228&sortBy=recent","Arrived sealed and perfect shape. Amazing phone. I was very hesitant about giving up my 4S and shelling out hundreds of dollars since my 4S still looked and worked great but I am so glad to have made the upgrade.","5.0 out of 5 stars"
"261","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_261?ie=UTF8&pageNumber=261&sortBy=recent","This phone is super fast! everything you do on it is very quickly downloaded or uploaded. The new ios is hit or miss on a few things, but overall the most useful thing is still Siri. If you actually spend the time to work with setting up contacts and their addresses she can take you to your friends house. I put walmart in my phone as the store with its address and now she reminds me when i walk into walmart to get whatever i forgot! The finger print scanner isnt bad either, just takes some times to get it right. Oh, you also can not use it successfully if your hands are at all damp","4.0 out of 5 stars"
"12","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","Perfect as expected.","5.0 out of 5 stars"
"238","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_238?ie=UTF8&pageNumber=238&sortBy=recent","I am very happy with the phone was a gift for my daughter and she love it.Thanks once again Amazon for the quality of your services.","5.0 out of 5 stars"
"6","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&sortBy=recent","the voice control is a bit wonky and the touch screen freezes once in awhile, but otherwise great.","3.0 out of 5 stars"
"2","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&sortBy=recent","when I used the phone for an hour straight the screen turned blue and shut off on me and I had to restart it. battery life is short.","1.0 out of 5 stars"
"3","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&sortBy=recent","For the money that you paid, is not bad purchase . I'm so happy with the purchase.😃","4.0 out of 5 stars"
"247","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_247?ie=UTF8&pageNumber=247&sortBy=recent","Too expensive. I don't know why it's so expensive and why the price changed to $750 quick after I paid $790 for it and refresh the wet site.  The price on apple' official net is only about $650.","3.0 out of 5 stars"
"12","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","This phone works perfectly!","5.0 out of 5 stars"
"251","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_251?ie=UTF8&pageNumber=251&sortBy=recent","i have an iphone 5 and this was for my sister in law, she love's it, excellent phone and very light.

Gold color doesn't go very good to guys, is more like a women's color.","5.0 out of 5 stars"
"249","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&pageNumber=249&sortBy=recent","I've always had IPhones so no suprises.  But love the gold color this time, the antena is disappointing again it seems androids have the advantage still.","4.0 out of 5 stars"
"21","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&sortBy=recent","the product cannot put in on, is a trash","1.0 out of 5 stars"
"3","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&sortBy=recent","Not in very good condition, less than acceptable","1.0 out of 5 stars"
"4","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&sortBy=recent","Received! Brand new!","5.0 out of 5 stars"
"14","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","Looks very new but didn't come with no accessories no charger nothing.","4.0 out of 5 stars"
"15","http://www.amazon.com/Apple-iPhone-5s-Unlocked-Cellphone/product-reviews/B00F3J4B5S/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","Very happy. On straight talk.","5.0 out of 5 stars"
