pagination,pagination-href,body,Stars
"7","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Love the phone","5.0 out of 5 stars"
"3","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&sortBy=recent","I got my Galaxy S6 the last year. After getting this one, I notice that the battery life improves HUGELY. Also the camera is a lot better, even if the Galaxy S6 is the best, the S7 worth the change.","5.0 out of 5 stars"
"8","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&sortBy=recent","I had the S5 before this one, and I miss it so much. Unless you have the S3, S4, or are having problems with your phone, don't bother with this model. It's sleek and nice and the camera is better, but the Bluetooth is worse, you can't scroll all the way through your home screen anymore (if you swipe right, you'll have to swipe left to get back to home), and I've only owned it for about 45 days and it was having problems streaming music while it was on Wi-fi, even music on the device.","3.0 out of 5 stars"
"8","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&sortBy=recent","Samsung S7 is a great phone. Whatever you do is fast and fluid. The camera is currently the best available on a smartphone. Fingerprints recognition add security. Size is perfect.

To Samsung:

I just would like Samsung to work on two sides:

1. Camera. Make it DSLR like. It is still far away from a good camera.

2. AI (Artificial Intelligence). This is hot and where the future is. S-Voice is still very primitive ""CALL ... JOHN ... SMITH"" ... ""WHAT ... WEATHER ... IS ... TOMORROW"". Annoying. Think about the following conversation with a Samsung smartphone: ""Samsung writes the following message via WhatsApp to John please ... John see you tonight at home at seven pm"" ... ""The message has been sent to John. Can I do something else for you?"" ... ""Oh yes .. can you please read me the last message from Susan please?"" ...  and so forth. Natural talking. Given a device which is fast and reliable, the AI will really make the difference in the future smartphone and customer preferences.","4.0 out of 5 stars"
"10","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&sortBy=recent","My mom and I both bought one. Came right on time, and was no trouble at all getting it activated by our company (MetroPCS). Don't listen to all those people saying it doesn't work with MetroPCS, it does! Just call them up and they'll be able to transfer your account to the new phone, took like 3 minutes.
The phone itself is great. A bit slippery but nothing a good case can't fix. It does smudge if you touch it too much but just use a screen protector and a case and it'll be fine. All in all, great phone.","5.0 out of 5 stars"
"14","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","Works great!","5.0 out of 5 stars"
"12","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","When I opened the case, I noticed the phone did not have a front screen plastic protector, only back protector. And home button has a scratch/scuff mark which I can't get off. There is also a little scuff on screen. Phone works good tho. A lot smoother than US versions","2.0 out of 5 stars"
"8","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&sortBy=recent","This phone seems nice but has issues, my S4 was great for the time and this one is even better but the biggest issue is it either does not vibrate at all or it's intensity is so low you can not feel it. It has less they have the vibrating intensity as my S4 and I miss almost ever call. I guess the S6 is bad but the S7 is even worst.

I have brought my phone in and they say everything is ok but my nephew and sister in-law also have one as well and they have the same issue with there intensity is up all the way.

I hope Samsung fixes this in the future I will test that before I purchase or I will have to go with an IPhone that I do not like quit as much. I think this is one of the most important parts of the phone, you can not answer it or know if you got a text at work cause you can not leave your ringer on at work.","3.0 out of 5 stars"
"19","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&sortBy=recent","I bought this phone from T Mobile and so far it's great. The screen is big compared to my old iPhone 6. The AMOLED display makes images sharp and vibrant. Those were my first impressions of the phone. The last Samsung Galaxy product I bought was the Galaxy S4 a few years back, which had plenty of room for improvement. The S7 corrected past mistakes and excessive bloatware that was just unnecessary from previous generations. Most of the pre-installed apps that it does have meets my needs. They even took the time to organize them into their own folders just like I would most likely do.

Pros:
-Great display, in size and quality. I highly recommend playing with the Samsung Gear VR headset by Oculus. I have a review for that device on my public profile if you're looking for accessories but are unsure about them.
-Camera takes sharp, clear images. Almost as good as iPhone in my opinion.
-The phone itself loads any application efficiently with ease.
-The battery life, so far is pretty great. I used my Galaxy s7 and went through ten, 23 minute episodes of my favorite show on 45% battery life and had less than 15% left. Netflix is the heaviest strain on my battery life, but the Galaxy S7 handles it with ease. I bought the wireless charger which is a convenient device that deserves its own review. You can find that on my public profile.
-Expandable memory. Need I say more? I got a 128 GB micro SD card from that Wish.com app for a very cheap price and it works great. That brings the memory to my device up to 160 GB total. Yes, you read that right.

Cons:
If I compare speed to my older devices, such as an iPhone 6, the Galaxy S7 cannot keep up. While  it seems slower than other devices, the Galaxy S7 is still fast enough for my needs. I still give it five stars.
I'm still looking for other flaws, but again, these are my first impressions of the device.

I wasn't impressed with the Samsung Galaxy S4 to the point where I favored iPhone more for years. Samsung did great with this phone and made me not miss my iPhone.","5.0 out of 5 stars"
"18","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&sortBy=recent","Oh, another year 2016. Another set of phones from manufacturers! I have been hooked onto get the latest phone every year syndrome and love reviewing specifics. Disclaimer, I love Android and have been using from very early days. Samsung Galaxy S7 still is evolutionary. If you have an older phone more than 2 years old, absolutely get this. So do check local specs. I played around with both S7 and S7 Edge for few days and my opinions are based on this. There are tons of reviews going into lot of details, so I am focused on few other aspects like what’s out there and how to compare specs. Overall S7 and S7 were very slick. If I have to make a choice between S7 and G5, I will slightly lean towards G5 but both are fantastic!

First Big Changes: microSD is back. And back with a vengeance 200 GB. I love it, and have been using it in my current LG as well.  Unfortunately, the battery is non-removable, has not been addressed. The only flagship to feature a removable battery so far this year is the LG G5. I know many of you loyal Samsung fans says BUMMER! I was a diehard fan of Samsung till S4, then I went to LG G2/G3. I was very curious to try out S7 as they are most talked about now. Why did I love it?! Screen is a beauty on S6 – Just Gorgeous. Just go to a retail store and feel it!

The Edge feature is still gimmicky. I think it will fold into regular phones at some point. It is certainly fancy and nice to show off, but I would rather buy an Android wear watch like Motorola 360 or Samsung Gear or LG R series.

IF YOU HAVE LAST YEAR model of any phone, PLEASE DON’T upgrade. Phones are becoming so standard and power packed it makes no sense to upgrade and waste money every year. I buy and sell so many phones as it is like a hobby for me, but I stick to one phone as primary for couple of years now. My main requirements are a 200 GB microSD, good screen, battery life and performance. I am trying hard to see if I can live without one.

In my opinion, following are key specs to consider when you buying a phone. Most of others are standard or does not matter at all. First size, weight and resolution are part of look and feel. RAM/CPU part of performance. External Storage is part of expandability. Camera is obvious! SAR (Specific Absorption Rating) is an often ignored, but I feel essential to making a buying choice. Manufacturers don’t advertise or mention SAR prominently.

phone parameters: {size, weight, resolution, ppi, RAM, ext Storage, camera, CPU, USA SAR rating}

Samsung Galaxy S7: 5.61 x 2.74 x 0.31 in, 152 gm, 1440 x 2560 pixels, 5.1 in, 577 ppi, 4 GB RAM, YES MICROSD SLOT (GOOD!), Internal Storage upto 128 GB, Exynos 7420 Quad-core 1.5 GHz Cortex-A53 & Quad-core 2.1 GHz Cortex-A57, Gorilla Glass 4, 16 MP/5MP camera, SAR 1.40 W/kg (head)  1.59 W/kg (body)  NANO SIM
Samsung Galaxy S6: 5.65 x 2.78 x 0.27 in, 138 gm, 1440 x 2560 pixels, 5.1 in, 577 ppi, 3 GB RAM, NO MICROSD SLOT upto 200 GB (bummer), Internal Storage upto 64 GB, Qualcomm MSM8996 Snapdragon 820/Exynos 8890 Octa, Gorilla Glass 4, 16 MP/5MP camera, SAR 1.15 W/kg (head), 1.16 W/kg (body) NANO SIM

Samsung Galaxy S6 Edge: Slightly lower dimensions, 0.01 in thicker, 6 gm less weight, Same resolution, Curved Screen,

HTC One M9: 5.69 x 2.74 x 0.38 in, 157 gm, 1080 x 1920 pixels, 5 in, 441 ppi, 3 GB RAM, microSD upto 128 GB!, 20.7 MP (rear), 4 MP(front for selfies), Qualcomm Snapdragon 810, Quad-core 1.5 GHz Cortex-A53 & Quad-core 2 GHz Cortex-A57

LG G5: 5.88 x 2.91 x 0.30 in, 159 gm, 2560 x 1440 pixels, 5.3 in, 554 ppi, 4 GB RAM, microSD upto 200 GB, 16 MP/8 MP, Dual-core 2.15 GHz Kryo & dual-core 1.6 GHz Kryo - H850, Quad-core Cortex-A72 & quad-core Cortex-A53 - H840 , xx W/kg (head), yy W/kg (body) (unknown at the time of writing) Nano SIM

Google Nexus 6: 6.27 x 3.27 x 0.60 in, 184 gm, 2560 x 1440 pixels, 5.96 in, 493 ppi, 3 GB RAM, no ext Storage, 13 MP/2 MP, Qualcomm Snapdragon 805, Quad-core 2.7 GHz Krait 450, Adreno 420, 1.47 W/kg (head), 0.93 W/kg (body)

Apple iPhone 6 PLUS: 6.22 x 3.06 x 0.288 in, 172 gm, 1920 x 1080 pixels, 5.5 in, 401 ppi, 1 GB RAM, no ext storage, 8 MP/1.2 MP, Apple A7, Dual-core 1.3 GHz Cyclone (ARM v8-based), 1.12 W/kg (head), 1.18 W/kg (body)

Samsung Galaxy Note 4 N910: 6.04 x 3.09 x 0.33 in, 176 gm, 2560 x 1440 pixels, 5.7 in, 515 ppi, 3 GB RAM, micro SD upto `128 GB, 16 MP/3.7MP, Exynos 5 Octa 5420, Quad-core 1.9 GHz Cortex-A15 & quad-core 1.3 GHz Cortex-A7, SAR: 0.37 W/kg (head), 0.88 W/kg (body)

Amazon Kindle Fire: 5.5” x 2.6” x 0.35”, 160 g, 1280 x 720 pixels, 4.7”, 315 ppi, 2 GB RAM, 32 GB, no microSD, 2.2GHz Quad-core Snapdragon 800 CPU, with Adreno 330 GPU, nanoSIM, SAR: 1.34 watts/kg

Given the above key specs, my suggestion to my friends is to choose 2 or 3 KEY features you require (may be large screen size, maybe less weight, maybe more CPU power) and then start nailing down the phones. Definitely and definitely go to a phone or a big box store and feel the phone. Nothing replaces that. In the end you are using it for days and years, so the tactile feel is very important. I have used all these phones and at a high level they are all good. Few things here and there. And yes the cost. If you are in for a new smartphone and has a budget issue, GET LAST YEAR MODEL. They are as good as current year and probably half the cost! In this case I even suggest Galaxy S4 as it is an outstanding phone. It’s much cheaper and you will be happy!!

SCREEN SIZE/RESOLUTION:
I have experimented with many phone sizes and I have come to a conclusion 5” is the best form factor for me. Your mileage may vary, The display is absolutely stunning with a Quad HD screen and you have to see to feel it.

ANDROID UI:
S7 has Android OS v6.0 (Marshmallow)out of the box. User Interface has a flatter and simpler design, as is now the trend across the industry. Once you get used to user interface you get used to it. Android is very flexible and when I show my phone to a iPhone users they are usually in awe. I recently showed to my friends the details of processes. Battery usage like which process takes up more battery.

S-Health is a big deal, the app is beautiful and the heart rate and oxygen level measurements are great to keep track. I use Runtastic Pro and Nike+, but like the UI of S-Health too.

CAMERA:
Fantastic camera. One of the best smartphone cameras. Period.

PROCESSING POWER:
Don’t bother about it. For 99% of users, this is good enough. The phone has more processing power than the rocket that went to moon first time and much more. The games are very smooth, the UI is very smooth.

NFC Tags:
Wow, this is the most underrated in all reviews. I use AndroidPay constantly. I use it in WholeFoods and it is so easy. I have used at Walgreens too. Get bunch ( I mean around 10) of NFC Tags and use in bedrooms, offices, cars, living room and customize what your phone wants to do in those areas. For example, when I enter the car most often I use a) Navigation b) Listen to Podcasts. So I program my NFC tags accordingly using apps like Trigger and tap my phone to the NFC Tag and boom, phone does both.

BATTERY:
Do you really need to care for battery anymore. I don’t. Just use the phone. I have battery power banks with capacity as high as 30,000 mAh to 8000 mAh that I can charge virtually anywhere without a power supply. So this has become moot for me in past year. I would also suggest you get power banks and not really care of battery drainage. Use the phone and enjoy!

To give a sample, I tried following apps and they just worked awesome.

Amazon Mobile, Androidify, Aldiko Premium, Angry Birds (multiple themes), Asphalt 8, Box, Chrome, Android Pay, NAVIGON (from Garmin - offline maps), Nokia HERE Maps, Google Navigation/Earth/Maps, Google Drive, Ebay, Linkedin, Google Music, Tapatalk (awesome forum browsing app), Microsoft One Note (legacy docs, skydrive of 25 GB is good), Microsoft Office, (yes they have for Android!), Subsonic Music Streamer, TweetCaster Pro for Android (excellent twitter client), Twit.Tv, Trigger

Ask questions. I will be glad to answer any questions within 24 hours.","5.0 out of 5 stars"
"7","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","This being my upgrade from a Sony Xperia Advance (a mid-range smartphone from a few years ago, which was also waterproof), it's perhaps not surprising that I am thoroughly impressed by this device. I had looked at the S6 last year, but it wasn't enough to make me want to buy, in particular given the lack of waterproofing, the lack of expandable storage, and the good but not mind-blowing camera. Samsung has made the S7 everything I had been dreaming of but didn't see in the S6, and I just couldn't say no. On paper, the S7 is my perfect phone.

And it turns out it's my perfect phone in practice too.

The camera, which was the main selling point for me, lives up to the claims. I have been getting great indoor (and outdoor) shots of my 5-year old in action. With my old phone, that was completely impossible since it would take at least 10 seconds to open the camera app and focus. With the S7, I can go from picking up the locked phone to capturing a perfectly focused image in 3 seconds (I caught my son in mid-air as he jumped off a ramp on his scooter). And the colors are almost always very close to what I perceive with my eye, even in some unusual lighting (like midnight in the arctic in spring, or mixed fluorescent light/sunlight in my living room).

The screen is gorgeous as everyone knows. Its resolution is riDONKulous.

The phone is a good size for me (good balance between being comfortable in the hand, fitting in the pocket, and having a usefully sized screen). I got a slim Spigen Rugged Armor case for it, which makes me feel much more confident in gripping it (in a way, the phone itself is too thin and smooth and glass), and gives the phone a slightly different but still cool look.

Of course, it's expensive. But you're really getting a phone, a palm-top computer (which is as fast as any smartphone out there and therefore fast enough to make any Android 3D game or other app run smoothly), an e-reader, and a better-than-point-and-shoot camera all in one.

I definitely recommend this device.","5.0 out of 5 stars"
"16","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&sortBy=recent","I purchased 2 of these from Costco and had to return them due to bad battery life.  I was lucky to get 6 hours out of them before I had to recharge.
Having said that, I will say they were very good in the bright sunlight and the processor was faster than my S4 but I still opted to go back to my S4 due to the battery lasting all day.  I could just set the S7 on my desk and watch the battery power drain out of it without even using it.  I also tried the power saving mode with no noticeable difference.  The phones also generated a lot of heat which I assume was causing the battery drain.  Costco did give two extra large batteries for the phones as if they knew there was a power drain problem.  Costco/Verizon was very good at returning them.  I would probably upgrade to the S7 if the battery life can be solved.  For now I will stick with my old S4 which functions just fine.","2.0 out of 5 stars"
"6","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&sortBy=recent","Ordered from seller Wireless Circle - received on time.  What a fantastic phone!  The camera itself leaves my Galaxy S5 (and any model iPhone) in the dust.  I will leave the details to other reviewers, but just a couple of comments on the Dual-SIM version which I bought:

(a)  It doesn't say you have to, but I powered off the phone before putting SIMs in.  Why take a chance?
(b)  Both SIM's sit in the same tray, and you have to be careful that SIM 2 is still seated all the way as you push the tray back in.  Any resistance, STOP, and check that everything is seated.  By the way, an important note:  You may NOT have a second SIM and a microSD card in the phone at the same time - they use the same slot!  I don't care about this (yet), as 32GB should be enough memory, but this gave me pause.
(c)  You can select the default SIM to use separately for each important function: outbound Voice and Text, and data.  This is a nice feature, but it's still possible to override these selections when making an outbound call, so you can get mixed up.  There is also an on/off function for each SIM which prevents this, as a safety in preventing very high roaming charges!

If I had it to do over again, I wouldn't get the silver color.  Although it still looks classy, it also looks like a run-of-the-mill iPhone 6 haha.  I liked the electric blue color on my S5 better (not available on the S7, as far as I know) - just had more of a wow factor.","5.0 out of 5 stars"
"","","These phones were mass-produced for buy one get one free and absolutely horrible worst phone I ever bought","1.0 out of 5 stars"
"15","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","Does nothing special only has a decent battery and chargers fast lost alot of cool features like the infrared blaster for the remote control apps Bluetooth requires a pin so you can't remote connect to speakers and obd scanners using the auxiliary plug creates annoying static wouldn't recommend this phone to anyone when the older generations do more the only thing the s7 and s8 edge has is the fast charging and the good battery","1.0 out of 5 stars"
"12","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&sortBy=recent","I got the UK version of the Galaxy S7 (the only differences with the US version are the processor Exynos 8890 and the charger). The box had been opened and the phone had some traces of fingertips. However, it doesn't look like the phone has ever been used. It still had the protective plastic layers and all the contents in the box were wraped and sealed. The charger is from the UK but a UK-US adapter was included in the box. So far the phone works great and it's beautiful. Compared to what I'd have spent on this phone if I'd bought it from a US carrier I have saved around 100 $. The only thing I didn't like is that the seal was broken. I would like to know why. Overall I am satisfied with this purchase.

PS: Note that Samsung Pay won't work with the international version. Not sure if it will in the future when the feature is released in the UK.","4.0 out of 5 stars"
"11","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&sortBy=recent","Phone is beautiful and fast. Such an improvement over the previous cheap looking models with removable back cover and plastic vody - this Samsung finally looks premium! A solid 5 stars. Price is great as well!! - no stup#d New York bs tax that would make the phone cost 800$","5.0 out of 5 stars"
"15","http://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Phone/product-reviews/B01CJU8FV4/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","This ""factory unlocked international version""  came with a big sticker on the box saying it needed an American SIM card.

(Update: I was lucky — I was able to borrow a US nano-SIM from a friend, make a five-minute phone call to it, and after that the phone does seem to be working so far with my own SIM card.)","1.0 out of 5 stars"
