pagination,pagination-href,body,Stars
"34","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&sortBy=recent","I was shocked when I got this phone due to the size of the screen. After a day of using it, I took a look at my old phone and just couldn't believe how I could be reading from that tiny little screen, so you can get used to it easily.
One thing that matters to me on a phone is the camera: I am not a pro, in fact I do not take many pictures, simply because I like ""enjoying the moment"", but from time to time, while on travel, I want to take a few pictures, and I want them to look good without having to carry a brick like camera. Now, this phone has one of the best cameras I have ever had. Unfortunately, to be honest, iPhone 6 is better on this (my dad owns one and the pics are astounding) but, hey, this is android and half the price after all!
If you are selfie lover (which I am not), you will love the 5 MP front facing camera with flash, for those special moments at the disco.
From a software perspective, Motorola gesture features are awesome. However, do not expect the ""OK Google"" to work: it seems like Google is having some trouble with that at the moment.
It comes with pure Android, latest version. No added look and feels or stupid useless apps like on other brands.
Power charger...how I love this. I forget to charge my devices, period. With this charger, I can get to 25% in about 9 minutes.
A final note on the design: feels great to touch and looks fancy. Although, it might feel too big for your pockets and will catch curious eyes when checking emails or texts, just make sure you are not reading anything private in public.
On the downside, I must admit I was disappointed with what Motorola put in the box: just the power charger and instructions. No USB cable, no headphones (big, big, HUGE MISTAKE). It comes with a bumper case, though (nice touch, but I'd rather have my headphones, what I am supposed to do? buy new ones?! again HUGE MISTAKE).
Overall, I would recommend getting this phone. Great price-quality relationship.","4.0 out of 5 stars"
"92","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&sortBy=recent","Great screen and battery life.","5.0 out of 5 stars"
"63","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&sortBy=recent","I was skeptical about this phone and still wasn't sure the first two days but I have to say I really like it. Motorola makes the best workhorse phones I've ever used so I took a chance.... and I'm not disappointed! One thing that wasn't in any of the reviews is the dedicated hotspot icon in the settings pulldown. Usually I need to download an app so I wasn't looking for it. It handling everything I throw at it with out any glitches. I just happened to find it by accident. Shipped with 60% battery life and after a fast Micro SD and Sim card insert, it was up and ready in a matter of minutes, 7 to be exact! Bigger than I thought it would be but just a little taller than my Droid MAXX so I quickly got use to it.","5.0 out of 5 stars"
"25","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&sortBy=recent","Been using this phone for about three weeks now, and it's been Great! Love the motion features to launch flash light and the camera. The bamboo back definitely makes this phone stands out from those metal and plastic covers. Although I have to get a cover to protect it from scratch (trust me you won't want to see a scratch on such a nice bamboo cover) you can still the beautiful bamboo back from the clear case I put on. If you like a pure Android experience and premium design, this is the phone to go with!","5.0 out of 5 stars"
"84","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&sortBy=recent","Excellent phone. A little big, but works great with good battery life.","5.0 out of 5 stars"
"60","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&pageNumber=60&sortBy=recent","I've waited for years for a phone like this: works with any carrier, straight Android OS with no manufacturer specific interface to slow the phone down, no bloatware, great cameras, great screen, light-weight, with a long lasting battery that charges quickly.

Shoots 4K video and 21MP still photos with crisp, bright images. The call quality is superb. Very fast with no lag due to a fast processor, no manufacturer's interface and no bloatware.

I have Verizon as my carrier with unlimited data so the built-in tethering and 2.4G/5G Wi-Fi hot spot works fantastic for sharing data with laptops, tablets, etc. while traveling or enjoying the outdoors.

Activating on Verizon was relatively painless, called 611 from another phone and provided the IMEI number and it was operational in 2-3 minutes. FYI, very few if any of the Verizon stores (at least in my area) are corporate owned so the employees are sometimes less than enthusiastic and sometimes lack the knowledge for providing service for products they don't sell.

I purchased mine directly from Motorola before they were available from Amazon so I was able to get the custom accent color, custom engraving and custom boot message. My phone was built in Shenzhen, China on a Thursday and FedEx delivered it on the next Monday.

Don't hesitate to buy this phone","5.0 out of 5 stars"
"59","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&pageNumber=59&sortBy=recent","Received the moto x pure edition to day, in perfect condition. Very please with the phone . very pleased with amazon and the service. What more can I say. Good job!","5.0 out of 5 stars"
"20","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","Fantastic phone. No bloat and pretty much everything can be disabled. My only gripe is that I cannot disable the Google App. Otherwise its perfect.","5.0 out of 5 stars"
"6","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&sortBy=recent","My opinion may change over time but as of today May 9, 2016, I absolutely love this phone.  There are some small differences that enhance the user-friendliness on my part as well as improve things that irked me previously.  Otherwise it is mostly the same as my original Moto X which I am upgrading from.  I'm with Sprint so I didn't get the second generation and somehow I managed to miss another iteration of the Moto X at some point???  Anywho, after eyeing this for months I finally bought it from the Amazon Warehouse...a beautiful white and bamboo 32-GB Moto X Pure.  It was supposedly used but there is no indication of that other than the plastic covering not being over the screen and the paperwork did not have the SIMs card opener---no big deal as I still had the one from my original Moto X.

Thanks to Motorola Migrate, setup was a breeze.  What wasn't a breeze were the idiot Sprint store men who couldn't seem to figure out how to activate my phone.  They finally figured out the right SIMs card to use but not how to make my phone work properly with it.  After wasting a good hour and a half of my time, I finally went to Best Buy where the nice young woman had me going in twenty minutes.  When I asked what she thought their problem was she just shrugged and said she updated the PRL and had no issues getting it on the Sprint network.

That finally aside, I could finally see what it truly had to offer, starting with the camera.  The Iphone's camera is light-years better but that's to be expected with the price point.  Compared to the original Moto X, I am beyond satisfied.  The native camera app still doesn't work as well for me quality-wise so I downloaded a third-party camera and I am presently happy with it.  Other than the camera, that's arguably the only significant difference I see between this and the Iphone.  My husband has the Iphone 6 Plus and when we simultaneously loaded pages and apps, they opened at the same rate of speed (super fast) with no lag.  Even with everything I originally had on my original Moto X that had it filled to the brim at 16 gigs, it is still going strong.  I ordered a 64 GB micro SD to expand the memory just in case but question whether I would need it now.

I am not an electronics guru.  I am simply a person that knows what I like and tends to stick with it.  I've had the original Moto X for 3 years.  I dropped my custom Moto one too many times September 2015 so a new phone was in order.  So I had to hunt down another original Moto X (which I ironically got from Best Buy for $150) which I encased in a sturdy case and kept drop free until now and will pass it on to my daughter.  I couldn't imagine getting another type of phone...Motorola made a believer out of me.  Does this phone have too many additional bells and whistles over the original?  No, not in my opinion but it is still worth it with all of the additional features and improvements and the price point can't be beat.  I love the bigger size...I thought it would be unwieldy but actually it works better for me overall.  The battery...it does charge faster with the turbo charger and lasts all day before I find I need a charge.  I do find that the charge lasts through the night without being plugged which my poor little Moto X original could not boast so that alone is an A+++ in my book.

I apologize if this isn't a very techy review, but like I said, I like what I like and that's that.  My opinion may change depending on whether I run into any issues or not.  I'll update as necessary.","5.0 out of 5 stars"
"44","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&sortBy=recent","Love it, nice phone","5.0 out of 5 stars"
"60","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&pageNumber=60&sortBy=recent","This is one heck of a good smartphone!  Currently the phone is running Android 5.1.1, and it's buttery smooth with no performance hiccups whatsoever.  We're about a week or two from getting the Android Marshmallow 6.0 update, which should make the phone perform even better, especially excited about the new battery saving features( DOZE). The battery life on 5.1.1 has actually been really good, as I have no problem getting through a whole day (7am to 10pm) on a full charge. The Turbo charger is also fantastic, I never worry about having to charge the phone overnight anymore. The biggest hold-up I had buying this phone was the size, the thing is big. Surprisingly enough I have gotten use to the size and now prefer the larger size advantages to any disadvantages I may have worried about before. This could probably be considered the best Android smartphone of the year regardless of price if it included a fingerprint sensor, but at $400 with a sd card option, and some waterproofing I'm not sure this can be topped. The only other phones I would have considered would be the Galaxy S5, which is hampered by its truly awful Touchwiz software, and $800+ price point (Samsung could rule the Android world if the boneheads would get rid of Touchwiz and run stock Android, they're hardware kicks ass), and the new Nexus 6P, which looks like an awesome phone, but is $100 more than the Moto X. I usually only keep phones for 1 year and in this case the $400 Moto X cannot be beat!","5.0 out of 5 stars"
"56","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&sortBy=recent","My first device with 16 gb of internal memory. Not enough for me","5.0 out of 5 stars"
"37","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&sortBy=recent","Seems like a software problem since I might restart the phone and then they will work again but after a couple of restarts and factory resets I didn't get to solve the issue thoroughly.
Stick to a nexus phone, don't event waste your time...","1.0 out of 5 stars"
"72","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","After the unexpected nightmare hassle my service provider deemed necessary for connecting the Moto X Pure to my account, I can cheerfully report only glowing compliments for the build quality and user experience with this device. Along the way I encountered multiple reps from my provider who insisted this phone wouldn't work. They were flat out wrong and speeds actually rival my home broadband. Maybe that says more about the oppression of Time Warner than anything else...

MOTO X PURE EXCEEDED ALL EXPECTATIONS","5.0 out of 5 stars"
"16","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&sortBy=recent","The screen will shatter just like any other phone...had the phone about 2 months and already had to replace the screen!!! (When it shatters it comes out in little shards)","1.0 out of 5 stars"
"47","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&sortBy=recent","<3","5.0 out of 5 stars"
"88","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&sortBy=recent","I'm a Verizon user.  I started with a Droid Ultra, then I moved to a Moto X 1st Generation.  I just got my Moto X Pure delivered today.  I have the SAME SIM CARD as I had originally with the Droid Ultra.  This is the third phone for the original SIM card.  Popped it in my Moto X Pure, set up the device, started making phone calls with no required call to Verizon, AUTOMATICALLY ACTIVATED.  Easiest thing ever.  Moving from Verizon to Verizon with the same SIM card couldn't have been easier.  So, you can be a Verizon customer and have a great activation experience.  I'll update the review later with more details, but NICE BIG SCREEN.  Slightly larger than my wife's iPhone 6+.  More to come........","5.0 out of 5 stars"
"82","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&sortBy=recent","Great phone, great price. Work fast, open every file. Navigates on 4G without issues. The battery is long lasting and it really goes from 6% to 60% un 15 min. The display does compite with the iohone retina display. The andoid on this phone simply works great. The cameras take very nice picture even when is a night picture.","5.0 out of 5 stars"
"65","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&sortBy=recent","Great Phone! Great value! Great display! The best speakers on any phone. Even better than HTC BoomSound speakers! The phone does get hot when you charge it and the battery is bad, but it charges stupid fast! Like less than an hour you can 100% if your phone was at 15-20. Overall a great phone for entertainment but its not perfect... But NO phone really is.","5.0 out of 5 stars"
"14","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&sortBy=recent","Purchased for my little sister.  It's quick, has great build quality, and has a great camera (for once).  Motorola stepped up their game for this one.","5.0 out of 5 stars"
"32","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&sortBy=recent","Maybe you'll get lucky, maybe you won't, the question is are you willing to roll the dice...
Personally, I thought this was going to be a great phone. It started out that way and lasted about 2 months. Then the screen went wacky, vertical lines, very light... After doing some online research it looks like they may have some quality issues with this phone, I can certainly attest to that.
So I call support and the nightmare begins...
Here's the summary of my [really bad word here] experience with support.
I paid $25 to have a working phone sent to me, after which I'm supposed to send my original broken phone back.
Since, I've been sent 3 REFURB replacement phones, ALL NON-WORKING, all have been returned back to Motorola
I'VE BEEN CHARGED OVER $500!!!, which they INSIST cannot be reversed until after they receive my original non-working phone I paid for in full almost 5 months ago now, and I still don't have a working replacement phone. (They tell me one's on the way... They also told me I would not be billed the $500, several times in fact)
This began in January, it's now mid march. Incompetence reigns at Motorola! One cannot assume support staff understands what you say if you're speaking english. After being treated this way, I will do everything I can to NEVER work with Motorola again! I wish I could send this message up the ranks to the person in charge of overseeing support. Either they don't know what's going on, they're completely incompetent, or they just don't care about their customers.","1.0 out of 5 stars"
"4","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&sortBy=recent","Looks and working real good very satisfied","5.0 out of 5 stars"
"39","http://www.amazon.com/Moto-Unlocked-Smartphone-White-Warranty/product-reviews/B013SGP1WE/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&sortBy=recent","This is a very nice phone. I like it a fair amount better than my Xperia Z2. In terms of performance, the difference is negligible between the two. This device does have a better screen that's higher resolution and makes Google Cardboard content look a lot better but the Snapdragon 808 is more side-grade rather than upgrade to Snapdragon 801/805 devices. With Marshmallow and Doze, when the phone is stationary, standby time is amazing. There's barely any discharge over night. Also the quick charger is very fast. When moving around a lot during the day, the battery life is mediocre especially compared to Sony phones. It is still good enough for me though. I use my micro-sd as adopted storage and I often forget that I have since the read speeds appear sufficient enough for me not to notice. It's a very nice phone. This will keep me satisfied for a long time.","4.0 out of 5 stars"
