pagination,pagination-href,body,Stars
"54","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&pageNumber=54&sortBy=recent","Very good, fluid and fast phone in spite that its a budget phone, but its the best budget phone available...i am very happy with it, i used to go for very expensive flagship phone but this is pointless for me now, this one handles all my daily tasks very well...","5.0 out of 5 stars"
"70","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&pageNumber=70&sortBy=recent","everything ok","5.0 out of 5 stars"
"98","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&sortBy=recent","The listing has a couple of details wrong, but I received two of the phones and they are the 3rd gen. 2gb/16gb model:

http://www.amazon.com/gp/product/B00ZQVSKS2/","5.0 out of 5 stars"
"10","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&sortBy=recent","Having a Moto G 1st gen this is quantum leap, and with 2GB RAM and 16 GB storage there's lot of space for installing and running more applications than I used to. The slot for microSD memory card is very useful to even increase storage if needed (movies on the go!). And one of my favorite features is the very improved rear camera, astonishing photos","5.0 out of 5 stars"
"36","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","nice phone","5.0 out of 5 stars"
"35","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&sortBy=recent","Google everywhere does not work. Can only use Ok Google command from home screen.
Perfect for  the average user. Pictures are not bad. It is not a Samsung , but for me it is a great phone. I recommend.","4.0 out of 5 stars"
"33","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&sortBy=recent","Phone has lots of nice features. Not much in the way of instruction, so helpful to have prior experience with smart phones or to have friends and relatives to ask questions of. One caution: something to check early on is whether you have all of the updated phone software on the phone. I have T-Mobile, and while the phone rang, neither the speaker nor microphone were working. After I exchanged a phone, had the same problem, and then spent 90 minutes with tech support, we found that there was an update for the Moto G that ultimately corrected the problem. I'm guessing that if I'd purchased the phone from Motorola directly, I would have gotten a phone with software updates taken care of. Once we had the software settled, the phone is fun to use and customizable.","4.0 out of 5 stars"
"74","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","Nice, my geeky boyfriend recommended this one to me when my old phone gave up the ghost.  It's much better than the old one; uses battery efficiently, the picture quality and look are just great.  Good value, nice phone!","4.0 out of 5 stars"
"71","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&sortBy=recent","Hard to believe how good this phone is for so little money. Bought this for my 59 year old dad who needed to finally upgrade from his Galaxy S2. I previously had the first Moto G, which I liked very much. This latest one with LTE, high-res camera, 5.2"" screen... what a package. Sure, it might be considered a tad bulky in thickness, especially compared to my similarly sized (but slimmer) Moto X 2nd gen. But for 1/3 the price? It's a no-brainer. I've become a Moto user for life. Bummer they're owned by Lenovo now, but I still take some pride in knowing their HQ / R&D center is in my home town of Chicago. Keep up the good work Moto, I'll keep promoting your great products to anyone I can.","5.0 out of 5 stars"
"113","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&sortBy=recent","Purchased for my 17 year old son.  He loves it","5.0 out of 5 stars"
"69","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&pageNumber=69&sortBy=recent","Perfect phone. Absolutely love it.","5.0 out of 5 stars"
"37","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&sortBy=recent","I would rate this piece of junk 1/2 star if possible. There isn't enough internal storage space to keep all of the apps that I use the most often. I am not able to keep multiple windows open at once, send messages, receive messages, make phone calls, receive phone calls, or play a game without the device freezing up. It is a nightmare to restart, taking a full 15 minutes to load. I've also lost a lot of pictures when the device somehow corrupted my SD card. I guess this would make a good first smartphone for a kid.","1.0 out of 5 stars"
"25","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&sortBy=recent","So far...this appears to be the best value in handsets on the market right now (16gb with the addition of a 64gb storage)","5.0 out of 5 stars"
"99","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&sortBy=recent","Awful customer service by Amazon, not helpful at all.. The phone was dropped in a pool for 10 seconds, dried it out, tried turning  it on 30 minutes later on and no response from the phone at all.. the water proof spec is false advertisement.","2.0 out of 5 stars"
"85","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","For a 219,99 USD, this phone is great. It is fast, good camera, good screen and some motorola tricks that I like. I am enjoying a Stock Android experience without buying a Nexus. The battery can run the phone for 24 hs. The only drawback could be the weight and that this phone is a little bit thick (and adding a backcover protector it is even thicker). The Motorola Migrate app helps a lot to transfer everything from your old phone to the new one. I am really happy after using it for 1 week by now.","5.0 out of 5 stars"
"99","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&sortBy=recent","Excellent phone @ a reasonably good price. I am enjoying it.Highly recommended!","5.0 out of 5 stars"
"82","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&sortBy=recent","My mom likes this phone better than the iPhone she had that cost nearly 3x as much. You'd not know it's a budget phone. Performs well. Big, gorgeous screen. One star deducted because the battery is embedded (not swappable). Battery life is good, but changing the battery should always be an option.","4.0 out of 5 stars"
"53","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","Finally found a phone I understand!!  I do not do email on my phone but do text & make calls.  You can hear the people very clearly which my other phones did not give me that.  I never lose my signal. Great phone for this Senior.","5.0 out of 5 stars"
"8","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&sortBy=recent","This phone was great when I first started using it. However, now that I have been using it for a month, it is getting slower and slower each day. There are lags between between opening and closing apps, and it's getting to be incredibly frustrating. I was really excited about this phone when I first started using it, but now I'm ready to look for a different phone.","3.0 out of 5 stars"
"23","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&sortBy=recent","Bought the phone, customized it, and tested it for a week. I loved everything about it until I realized that you cannot transfer *any* apps to the SD card (with most Androids you can transfer at least some, thereby expanding the internal memory of the phone). With the size of apps today, that means that the 8 GB internal memory will never be enough to keep the bare minimum apps. So, I promptly returned the phone and got another one.","2.0 out of 5 stars"
"11","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&sortBy=recent","Outstanding value","5.0 out of 5 stars"
"24","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&sortBy=recent","My first Android smartphone, and I like the features, size and overall good quality of this phone. Battery life is excellent for my use - I get several days use without recharging (very little internet or other data usage). Nice clear display, very responsive to touch. Fulfills my needs at an excellent price - good value.","5.0 out of 5 stars"
"5","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","PERFECT!!","5.0 out of 5 stars"
"122","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&sortBy=recent","My first smart phone so I have nothing to compare to, but so far this phone is great!  Did quite a bit of research before purchasing and I think this is probably the best phone under $200.

Update 3/28/16  After forced ""marshmallow"" update, phone has been awful.  Apps take forever to load and crash constantly.  Battery life became so bad I had to delete almost all of my apps so I could get one day of minimal use out of it.","2.0 out of 5 stars"
"105","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&pageNumber=105&sortBy=recent","Works perfectly. Maximum value for your dollar.","5.0 out of 5 stars"
"115","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&sortBy=recent","Battery consumption high,everything good","4.0 out of 5 stars"
"30","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&sortBy=recent","My wife loves her phone.","5.0 out of 5 stars"
"72","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&sortBy=recent","absolutely love this phone. Way easy to use, sound quality is crystal clear. Camera works very well.","5.0 out of 5 stars"
"128","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&sortBy=recent","Just some quick first impressions.  I really wanted the 2gb Ram/16gb model but it wasn't available and I was hoping to get a feel for the phone early on with some business travel coming up (review is based on the 1gb/8gb model).

Packaging is clean - the device comes in slim packaging compared with previous Nexus 6/Moto E packaging, however is nicely protected.  When unboxing and flipping the phone over the first thing I noticed is the instructions on the back panel of the phone on how to properly remove the cover/reseal it in order to get the best water resistance.  I also ordered a blue cover from Motorola directly which should arrive next week.  While the back cover is removable the battery is not user replaceable - this may be a factor for some but I carry an external battery when travelling for work.

The device itself does not by any means feel like a budget smart phone.  It's leaps and bounds better in terms of overall build quality compared to some recently released devices such as the Huawei P8 Lite or Alcatel Idol 3.  It is also much more refined than last years G and this years Moto E.  The US Model ships with a MicroSD card slot and a single sim card slot (XT1540).  I really like the textured rear cover although the device may end up going into a case - I had never dropped cell phones in using them for 10 or so years until recently when I managed to drop them 2 or 3 times over the course of the past month.

The display seems decent enough for a 720p offering, never for a moment did I look at it and feel it was a huge downgrade over something like the Idol 3 or iPhone 6 (PPI will be somewhat lower however it still offers a nice display and most likely a power savings driving a lower res display).

Performance, while it does not seem to lag by any means is not quite up to par with the afformentioend devices however, as the Moto G - Gen 3 ships with a Snapdragon 410 instead of a 615 as many midrange devices now utilize.  By no means did I feel performance was poor, but when benchmarking/gaming you will absolutely notice a performance delta between the Moto G and something utilizing a SD6xx/8xx.

Performance actually seems better somehow (perhaps a better Android image or maybe because it ships with 5.1.1?) than the Moto E which I haven't tried with 5.1+ quite yet.  I'll update later with experiences once I've had a chance to do so.  Antutu turned a benchmark of 23,282 which is fairly respectable for a budget device - for comparison the 2nd generation Moto G using a SnapDragon 400 turned in a score of 17,000 so there is a significant enough performance boost with the new G - roughly a 27% performance improvement over its predecessor.

Battery Life I really couldnt say quite yet as I have it on the charger right now and haven't had much of a chance to utilize the device operating off of its battery quite yet but I will update the review once I have a chance to further utilize.  I will say the charge time seemed significant however.

Conslusion:
I'm really happy with the device so far and really don't regret purchasing the 1gb model at this point.  I put a 32gb Micro SD card in to provide some additional storage and seemed to be able to move some apps to SD through application manager.  I don't think anyone coming from a previous gen model would be dissatisfied with the changes made to the 2015 Moto G.  I'll update as I have more of a chance to use the device.","5.0 out of 5 stars"
"23","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&sortBy=recent","-The phone is really comfortable to hand.
-Display seems to be big first time, but when you get used to it other phones' will seem small and not good to eye.
-I liked most of its' functionalities, but i need to say that camera and battery are the best.
-Especially the second one: surfing internet  for couple an hours, reading book, recording video won't empty the battery, in common it will be alive for 24 hours for sure.
-Pics quality is good too.

Con:
-Too many  Motorola apps, that you can't delete. (without rooting)","5.0 out of 5 stars"
"36","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","My wife loves her new phone.","5.0 out of 5 stars"
"53","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","One more time proves me they get better each day. The phone works perfectly! Loved the new size and the rear camera takes awesome picture. A really great option for a good price. Totally recommend it","5.0 out of 5 stars"
"128","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&sortBy=recent","My old Moto G LTE (1st-ish gen) was really great. It fell in the pool and survived but only barely. I tried Moto E 2nd gen, but the resolution was too bad, and the camera deplorable.
This phone, hits a sweet spot. Cheaper than the 2nd gen Moto G, and with a much better camera, and slightly snappier performance. It's a little larger, which is alright. Actually it's a pretty nice size, about the same as an iPhone 5, though a bit thicker and heavier.
I've already dropped it once, and not a scratch and no screen damage. Cool.
As I mentioned, pretty good camera.
Recommended!","5.0 out of 5 stars"
"15","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","Good!","5.0 out of 5 stars"
"121","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&sortBy=recent","I got this phone to use primarily for the water resistant capabilities. I intend to use this as my backup phone, once the Moto X Style is released.

Pros
- Water resistant (sort of - see cons)
- Snappy performance, considering the low specs. Compared to HTC One M9, it is noticeably slower, but not by a large margin. Definitely acceptable performance.
- No bloatware, near stock Android experience. This is  important to me because OS stability is a must-have. Have not encountered any substantial bugs or performance issues.
- Moto Assist and active notifications (love this feature). Does not support always-on voice controls (missed this from my Moto X).
- Great camera for outdoors / well-lit environments. Don't expect great night shots, but if taking portraits in a controlled environment using flash, results come out fine. Did experience red-eye effect in several night time flash photos.
- Good screen. Good daytime visibility. Lower resolution is noticeable compared to higher resolution phones. For day to day use, I find this perfectly fine.
- Good battery life. Averaged 3-4 hours of screen on time per charge.
- Price

Cons
- After light exposure to water (submerging 1 foot of pool water for less than 30 seconds), needs to dry several hours before the earpiece / speakerphone starts working again. This could be a problem if you're expecting to make phone calls. I've found myself having to use speakerphone for all my calls until the earpiece dried up.
- Headphone jack does not work, 36 hours after exposure to water. I will likely be returning this unit. Hopefully this is not the case for all Moto G3s. I have not read of any other instances of this occurring.

Conclusion -
I entertained the idea of using this as a primary phone rather than buying the Moto X Style. The only thing holding me back is the camera's nighttime capabilities, and the water resistant issues. If you're not a phone junkie (like me) who needs to have the best of the best, I highly recommend this phone for it's value, simplicity, relatively good camera, and good battery life.","4.0 out of 5 stars"
"83","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&sortBy=recent","Just received and activated. So far my research has paid off. Definitely didn't have to spend 2-3 tmes as much for a phone. It iS a phone after all.

The display is sharp and attractive. Call quality is clear. The apps load very quickly...if they could respond any more quickly it would have to be an A.I. inside the thing linked to a chip in my head. Video plays smoothly, and although I get sharper pictures on my 4K t.v., It is a phone...after all. I have the 2gb version because the research pointed to that being the preferred model. Had to wait a few months to get that configuration on Amazon, but it was preferred over ordering directly...just in case there was a problem. That may be part of why the speed is good. Nice to have the 32 gb SD card option. Can't think of why other mfgs. would do away with that. (I don't believe in the cloud yet. In olden days it was easy to rob banks because they were just getting security up to speed. I think the cloud is like that-for now.)

The tactile sensors are good for typing and are fairly accurate, even with my fat fingers. Screen rotation works well, but I do wish the home screen would rotate; won't go to landscape view. No onboard bluetooth manager, but the linking software works. Will have to find a decent bluetooth app. Having trouble getting images from my old Galaxy phone onto this unit by bluetooth. Only 2 pics transfered and then only after repeated attempts. Kept getting a ghostly notification that a paired device was sending and asking me to confirm, but there was no confirmation button on the notification window...and then it just vanishes. The xfer then fails.

I will put this unit through paces and will update if anything significant comes up. 4 stars because it's a good phone and great for the value.

Edit: The battery does not last all day. Both days it lasted no more than 16 hours. Web shopping, texts, surfing and an hour of Pandora  took it down 80%. I will activate battery saver and see if the numbers can be improved. If it cannot handle more than that, then video streaming will crush it.","4.0 out of 5 stars"
"26","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","Lost one star because 8gb is a lot less than it sounds like - Android eats up most of that - and I thought the SD card would be more effective in increasing the storage but most apps cannot be transferred to the SD card so the SD card storage is a bit of a waste.
Lost another star for bad customer support...
My phone developed a 2mm diameter bright spot in center of screen.
I just looked into getting warranty service.  I can send them back my phone and be without a phone for who knows how long (not a reasonable option in today's day and age) or pay them a $99 deposit and a $25 non-refundable fee for them to ship me a used phone to replace my phone before I then send them my broken phone so that I don't have to be without a phone.
So not only do I have to deal with the hassle of returning a broken phone, I have to pay a $25 fee (14% of the phone's original cost) for the privilege of having my phone's screen fail.
This level of service should be free, not $25.","3.0 out of 5 stars"
"120","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&pageNumber=120&sortBy=recent","I couldn't be more happy with this phone. Great price for the features.","5.0 out of 5 stars"
"21","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&sortBy=recent","It came in time. Good cell phone.","4.0 out of 5 stars"
"124","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_124?ie=UTF8&pageNumber=124&sortBy=recent","Really love this device. I have an iPhone as well and I really don't miss it when I use this device. There is only on issue which is easliy solved but could still be major for some. The battery takes a long, long time to charge. About 4 hours. All moto G are the same.way as I have had several and they all.have the same issue. I wonder why no one has ever mentioned this. I solved this issue since I got my first moto G by buying a fast charger. I am.still amazed how no one else.ever mentions this. Other than this the Moto G is a great phone!","5.0 out of 5 stars"
"91","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&sortBy=recent","Bought it used, described as ""like new"" and seems to be living up to the description. Looks new, works perfectly and would never know it was used before. Thanks!","5.0 out of 5 stars"
"36","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","Recently switched to this phone, replacing my Samsung Galaxy S3.  I've only had the Moto G for a short time, but so far have found it to perform just as well as my old phone (better in some regards, but that's more about the carrier than the phone!) and meets my needs quite well.

Now to be fair, I am not a ""power"" user of smartphones...that's why I have a laptop.  ;-)  But what I do is, make a few calls each day, send and receive texts, check e-mail occasionally and play a couple of games when I find myself waiting somewhere with nothing else to do.  And when I'm on wi-fi i have used it to watch ESPN or to see what's on Directv and I find the video quality to be fine for that.  Calls are crystal clear and no issues syncing with my cars Sync software for hands free operation.  Haven't taken any ""real"" pictures yet, (clicked to make sure it works...that's all so far) but based on the specs, expecting it will perform well.  So far i'm finding that I can go 3+ days on a single charge based on my usage, and that is really nice.

Overall I would say if you're looking for a solid dependable smartphone and don't want to spend $500 or more for a flagship phone, give this one a serious look.  It's a nice size phone (without being too large) and feels solid in your hand.  Add a 32gb SD card, like I did, and you have ton's of storage a decent processor and the latest version of Android to boot!

P.S. Just to clarify, i purchased the 16gb/2gb ram model.  Based on technical reviews I had read, the 2gb of ram should help a lot with performance.","5.0 out of 5 stars"
"44","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&sortBy=recent","Love the G3....It's well built and fast. Love the dual flash feature.","5.0 out of 5 stars"
"92","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&sortBy=recent","Thanks!","5.0 out of 5 stars"
"31","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&sortBy=recent","Does everything  a much more expensive phone does.  Not 5 star because even with 32gb extra memory san disk very few apps allow you to use this feature.","4.0 out of 5 stars"
"","","This is the very best unlocked phone for the money.","5.0 out of 5 stars"
"62","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&sortBy=recent","Everything perfect","5.0 out of 5 stars"
"97","http://www.amazon.com/Motorola-Moto-3rd-Generation-Unlocked/product-reviews/B00ZQVSKS2/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&sortBy=recent","I brought this item as a gift and the person is happy with it.","5.0 out of 5 stars"
