pagination,pagination-href,body,Stars
"65","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&sortBy=recent","you sell good stuffs. ty.","5.0 out of 5 stars"
"67","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&sortBy=recent","This is company","5.0 out of 5 stars"
"85","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&sortBy=recent","recomendado","5.0 out of 5 stars"
"82","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&sortBy=recent","I wasnt sure about buying the iphone because for one, its the expensive, and two, andriod phones have come a long way in features and apps. Its sometimes extremely hard to compare these phones, when it comes to battery life, pixel density, screen size and build quality. I used [...] to help me compare, and I would recommend checking this out if you are serious about buying an iphone or one of the samsung galaxy phones. 

The great thing about buying an unlocked phone is that you never have to worry about your contract again, and can switch carriers whenever you see a better deal elsewhere. Also using the phone in other countries is no issue!

I hope this helps.","4.0 out of 5 stars"
"96","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_96?ie=UTF8&pageNumber=96&sortBy=recent","Phone was in excellent shape, everything was as Original should be","5.0 out of 5 stars"
"36","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&sortBy=recent","Best phone ever!","5.0 out of 5 stars"
"53","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&pageNumber=53&sortBy=recent","loved it!!","5.0 out of 5 stars"
"55","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&sortBy=recent","Exactly as described.","5.0 out of 5 stars"
"73","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&sortBy=recent","excellent product","5.0 out of 5 stars"
"125","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&pageNumber=125&sortBy=recent","I was initially skeptical when it came with no box. But when I saw the performance I was impressed.","5.0 out of 5 stars"
"101","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&sortBy=recent","Its excellent","5.0 out of 5 stars"
"44","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&sortBy=recent","The guys from unlocked world have attach an other label with 128gb but the phone is 64gb! So be very careful when you pick up your order they may have made mistake or intentionally make it like that I will not take anything from them anymore! P. S. The phone works excellent!!! But is 64gb and I pay for 128gb!!!!","4.0 out of 5 stars"
"13","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&sortBy=recent","Can this product work in the Turks and Caicos Islands and does it come with any accessories??","1.0 out of 5 stars"
"87","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&sortBy=recent","This phone is really great
Love all the feature it has with it and the fact that it's size it's huge
It's a plus to me because I'm usually into big Phones
Also one advice I will give to you when you buy it
Buy a phone case too if you want it too last longer
You would really enjoy it and the amazing features it has with it
What I love most is the camera quality it is so clear.
I would high recommend this product to someone whose looking to buy a good high tech phone like this one
The only CON
Will be that it can easily slip off your head if you'rent aware and careful
That's the more reason you need a case","5.0 out of 5 stars"
"114","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&pageNumber=114&sortBy=recent","excellent","5.0 out of 5 stars"
"17","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&sortBy=recent","great!","5.0 out of 5 stars"
"5","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&sortBy=recent","great product. Worked as planned and was unlocked for ATT. Absolutely no problems, would strongly recommend this supplier.","5.0 out of 5 stars"
"76","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&sortBy=recent","New iPhone old iPhone problems,  I read reviews on Amazon and other shopping sites all the time, sometimes they help me in my buying decisions, and sometimes they don't,  I do hope this will help you make your buying decision.  I'll try to make this short and sweet,  this iPhone has an extraordinarily  then case, it bends easily just like the 6+, the camera protrudes from the case, you don't think of this being a problem until you set the phone down and try to play a game or text somebody,  The wobbling of the phone is very annoying, being an electrician I pay a great amount of attention to detail, especially in the charging system, or electrical cords, I love the iPhones lightning cord technology it's outstanding, however these phones cost $800 and up,  and the cord you receive is extremely short, and poorly made, The screen technology falls short in comparison to a lot of the newer technology out there, Samsung, LG,  and others,  they need to understand what true high-definition really means. The battery life in these phones are actually going downhill, as far as this area is concerned, the battery life on the newer generation  iPhones are getting worse not better, that is a fact, the batteries become completely  useless  after 8 to 9 months of use, and then are extraordinarily expensive to replace, if you're able to do so at all, here is the biggest issue, and let me remind you once again these phones start at $800,  when you upgraded your iOS operating system, it always slows down your phone, and eventually making the phone completely obsolete, you can tell the usual signs, the phone crashes and goes back to the homepage, lots of chop when you surf the Internet, and you have to clear your memory and cookies constantly,  I work on iMac computers all day long, however i'm at the point now that I'd rather not use an iOS driven device,  just so you understand these are genuine concerns, they're making the phone look very pretty,  however do they still have the short cord after all these years, why yes they do,  understand this has been there largest consumer complaint, that and the fact that these phones will not hold onto a Wi-Fi signal, this has been a huge problem and still exist today in nearly all of their models,  before making a  purchase, I would highly recommend you background the phone on the Internet,  and find out what's really going on with these devices,  I love Apple products, and I thought Steve Jobs was truly a genius  however, Mr. Cook has  most certainly drop the ball.  R Frost","1.0 out of 5 stars"
"122","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&sortBy=recent","Wonderful is amazing","5.0 out of 5 stars"
"2","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&sortBy=recent","Excellent!","5.0 out of 5 stars"
"86","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&sortBy=recent","It's amazing.  Works perfectly on Venezuela.  It's faster than iphone5.","5.0 out of 5 stars"
"54","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&pageNumber=54&sortBy=recent","The package arrived very quickly in three days after I placed my order. It fits well for my t-mobile prepaid plan. So far so good. Run very fast and smooth. No system crash or collapse happened. I can use it as both a phone and game box. Sometimes there are no wifi connection for few seconds even if the router is beside. But I consider it as an situation that iphone system makes to save the power. Else, no problem. Thanks!","5.0 out of 5 stars"
"15","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","i love my iphone, i can do without it, sadly i have to keep buying them use, because new one cost too much, but still i love it","5.0 out of 5 stars"
"81","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_81?ie=UTF8&pageNumber=81&sortBy=recent","not a fan, period.","1.0 out of 5 stars"
"10","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&sortBy=recent","My husband lovesss it! Great deal","5.0 out of 5 stars"
"50","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&sortBy=recent","So I made the switch from using Android to the iPhone back in October, and I've been using the iPhone 6 for the past few months now and can give a detailed review on what it's like to switch over. Before this switch, I've used the Samsung Galaxy S2 (first smartphone ever!) and also the Nexus 4. Since I'm a tech enthusiast, I'm well versed and have played around with many other Android devices, including all the big names, Galaxy S5, HTC One M8 and M7, One Plus One, and so on. Here are my thoughts:

Things that the iPhone does really well (both hardware and software-wise):
1. Camera. The behind the scene software for digitally capturing an image is definitely the strongest sell for the iPhone. Other than the S5 and Note 4, no smartphone really comes close to having the same kind of image quality (no matter the megapixels) compared to the iPhone. This was one of the reasons for me to switch over since I've started to dabble with photography and wanted a really good camera in my smartp... Read more","4.0 out of 5 stars"
"111","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&pageNumber=111&sortBy=recent","I love this.","5.0 out of 5 stars"
"45","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&sortBy=recent","This product is great with only a few flaws.
  I have had this phone for a few months now, and I have found what I like, and what I do not like about it. I love the operating system, iOS, that runs on it. It is very clean, smooth, and does not have many glitches. I have had almost no problems navigating around the device. Navigation is made easy with search on the home screen, so I don't have to look through all of my apps just to find the right one. It also had some unique features which I really like, such as the fingerprint scanner. The fingerprint scanner is very consistent, and works very well. I have programmed my most used fingers into the system so I always can unlock the phone no matter how I hold it. Another pro about this device is that it is very light, as compared to other phones of its caliber.
  I do have a few cons about this phone though. First, the battery life is not great. I find that with regular use, the battery life can drain very fast. Usually, I'm having to  recharge this phone at least once a day. I'd recommend buying a good battery pack if you were to get this phone. My other issue is that the camera is not high quality, as compared to other phones at a similar price point. This camera is only 8MP, whereas most phones at this price have 13MP or higher.
  Overall, the design and function of this phone is great. It is quick, powerful, and can handle everyday use. As long as you carry a portable charger, you should rarely run out of battery.","4.0 out of 5 stars"
"76","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&sortBy=recent","Excellent seller !
Everything as expected!","5.0 out of 5 stars"
"105","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&pageNumber=105&sortBy=recent","too espemsive

Inglese

Italiano

Technically outdated phone has the ease of use and support. But the cost .... is absurd!","2.0 out of 5 stars"
"43","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&sortBy=recent","Who wants a phone where you can only do the things Apple want you to do? If you like going on Facebook and Youtube only this phone is great, but what if you want to watch content on other sites? Iphone will not support you. What if I want to make video compilations of old videos? Sorry, Apply doesn't want you to rip your old videos and convert them to a certain file type so you can't. What if I want to move files to my iPhone to play later where I won't have Internet connection? Sorry but you can't. What if I want to compress once of my 1GB videos into avi format so I can edit it on my PC later? Sorry you can't.

Why bother? I don't know why people are happy to fork out all their income on a phone which only allows you to do certain things, I would pay less for that. Avoid like the plague unless you like being a sheep.","1.0 out of 5 stars"
"40","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&sortBy=recent","Excelent","5.0 out of 5 stars"
"79","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&sortBy=recent","excelent","5.0 out of 5 stars"
"54","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&pageNumber=54&sortBy=recent","Once you're an Iphone fan, there is no way back.","5.0 out of 5 stars"
"15","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&sortBy=recent","I'm convince if I should Buy it I'm afraid of it having problems & speeding a lot of money","2.0 out of 5 stars"
"24","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&sortBy=recent","It came on time and works as expected.","5.0 out of 5 stars"
"89","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&pageNumber=89&sortBy=recent","Awesome","5.0 out of 5 stars"
"2","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&sortBy=recent","I love my iPhone6 space grey cell. The slimness is a huge improvement. The camera is not as greatly improved as I had hoped, and my friend's photos on other cell phone brands seem to have more pixels. I finally got smart and got the maximum memory. I almost got the gold phone but I changed my mind at the last minute, because I didn't want to stare at a white front, I'm too accustomed to black. I also didn't want to go any bigger than this--you can fit this into a purse or pocket. It also seems lighter than my iPhone 5, though in fact, it is just slightly heavier. It's much easier to handle and use. It looks more elegant, and though I've dropped it a few times, it hasn't scratched or cracked like my iPhone5. My only regret is that I didn't make the switch sooner.","5.0 out of 5 stars"
"113","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&sortBy=recent","THe iPhone 6 is a game changer, and the phone that caused me to switch back from Android. I've written up a full review that you can check out here:

[...]","4.0 out of 5 stars"
"4","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&sortBy=recent","Very happy with the purchase.The phone is simply excellent!","5.0 out of 5 stars"
"74","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","I love the phone, easy to use, it's just what I was looking for and the affordable price, delivery time was fair agreed with the seller, I am very happy with the choice ...!!!","5.0 out of 5 stars"
"119","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&pageNumber=119&sortBy=recent","I went from a iPhone 4s to a galaxy s5 then to the iPhone 6 and it is by far the best phone I have ever had.  It is very fast and responsive.  The camera is excellent and does not have the delay that the s5 had.  The finger print scanner is excellent and a feature that is surprisingly useful.  You can unlock your iPhone with it or purchase stuff online with just your finger print.  I know the s5 also has one but it is years behind and can only be set up with one finger where the iPhone you can set multiple fingers which makes it nice if you switch hands while using the phone.  Also you have to swipe to unlock the S5 which can take multiple times to do where is the iPhone really takes more than a half second touch and unlock.  The battery life for me was about the same as on the s5 although I did like the power saving mode on the s5 which iPhone does not have.  The charging time on the iPhone seems to be about half the time it took to charge the galaxy S5 though so it's nice to know if you can plug it in for a few minutes you can charge about a percent per minute where the s5 was about 1% every two minutes. Another thing I prefer on the iOS system is Siri which is also years ahead of Google talk.  Much more useful, understands me better, many more functions and just much more refined.  If you're on the fence for a new phone the iPhone six will not disappoint you.","5.0 out of 5 stars"
"37","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&sortBy=recent","Love my iPhone, worth every penny!!!","5.0 out of 5 stars"
"13","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&sortBy=recent","I have been using Galaxies for many years before I got my iPhone6 as a gift... I've been using it on and off for over a year now and Although it is the newest of technology, words cannot describe how strongly I dislike this phone or more simply put: I HATE IT

One home button for everything, like what the Hell am I supposed to do with that?

Screen shattered rather easily compared to the Galaxies Ive used

External Volume does not sound loud enough to my liking (room has to be completely quiet to be able to hear the phone 100%) , compared to my old GS3 with its external speakers that can pound music that can be heard easily while I'm taking my shower ... I turn my ringer all the way up and still miss calls and late replies to texts because I can't hear it go off (I'm not the type to be on my phone all day unlike most of you brainwashed zombies)

Touch sensor barely works, I had to add 3 of my fingerprints just to make it work better and still doesn't even unlock my phone half the time

This crappy phone freezes AT LEAST three times a day, feels like it happens more often when I actually need to use it

Battery life is ""meh"": as previously stated I don't use my phone much, I keep the battery percentage meter turned on and everytime I go to check my phone (about once every 4-6hours) it seems to decrease 10% just from normal sleep standby

I don't like how I can't add any additional storage via SD cards

My BIGGEST issue is how they advertise a 16GB phone yet when I check system settings it is only 11.8GB! Bogus! They jip you on 27% of what they say it is and people are still dumb enough to buy this garbage! I know the 4.2GB is taken up by system settings and software but they should build more memory into the phone to accommodate for that. Seriously my 8GB GS3 (+1GB micro SD card) holds WAY more content than this crappy iPhone6 does!

Which is why I mentioned earlier that I use my iPhone6 on and off because I switch back to my GS3 for most uses (which is sad because that phone is a few years older) and use my Iphone6 only when I want to take high-quality pictures and videos

Only thing I like about this phone is how beautiful colors are displayed (up until I shattered the cheap glass screen now I hate looking at the damned thing) & how excellent the camera picture quality is (front facing camera still sucks just like any other phone with a front facing camera but I don't even use it anyway as I just turn my phone around if I want to capture pictures of my beautiful self)

Overall I rate it 1 out of 5 stars, garbage like this is why I do not buy Apple products. They are just too cheaply made yet sell for insane prices because most of you people are too stupid to know that you're getting ripped off! However I do enjoy my 3rd generation iPod Nano (back when Apple made halfway decent products) which has lasted me since middle school (2008) only recently noticing a decrease in battery life (doesn't last as long as it used to)","1.0 out of 5 stars"
"64","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&sortBy=recent","Great phone.","5.0 out of 5 stars"
"75","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&sortBy=recent","Reliability is second to none. Unlike android the iPhone's have been a lot simpler to the first time smartphone customers. By far.
Yes they are expensive but you do get what you pay for.  Quality that's still unrivaled. Having had the Galaxy s5 for almost a year I switched to he iPhone 6 because quite truthfully I really missed the iPhone !!! Don't make the same mistake I did keep your iPhone !!! Or buy one. You won't regret it. !","5.0 out of 5 stars"
"7","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","As described. An excellent Apple phone.","5.0 out of 5 stars"
"26","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","I bought this as a refurbished item from Excellent Electronics. Packaging itself was a bit scary as it was just wrapped up in the typical ""bag"" envelope that has bubble wrap inside it. The phone itself was great. No scratches or dents on it and it worked very well. I ended up reselling it after a week to my father to upgrade to an iphone 6s plus, but he's enjoying the phone still and it has not caused him any problems.

The package also came with all accessories you'd normally get with an iphone (wall charger, cable, earpods). So if you're super worried, don't be, refurbished items may have been used, but they're restored and pretty much brand new.","5.0 out of 5 stars"
"108","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&pageNumber=108&sortBy=recent","great product, fast delivery","5.0 out of 5 stars"
"134","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&sortBy=recent","It Works in Argentina, im very satisfied!","5.0 out of 5 stars"
"105","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&pageNumber=105&sortBy=recent","Nice smartphone!! Very well done!","5.0 out of 5 stars"
"20","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&sortBy=recent","LOVE the product came exactly, maybe even better, than advertised.","5.0 out of 5 stars"
"49","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&sortBy=recent","Black screen once and I was replaced with a new one...","3.0 out of 5 stars"
"52","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&sortBy=recent","the only case for those who would forego all cares for their phone. The master protector.","5.0 out of 5 stars"
"97","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&sortBy=recent","So far, so good...","5.0 out of 5 stars"
"28","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&sortBy=recent","At the end of last year our family bought three phones Iphone_6 (16GB version) and claims to them not. A week ago I bought the 64GB version Iphone_6 (not here, I'm from Moscow and I bought the phone on Apple's official website - www.apple.ru) and in the first hour discovered a defect in the auditory dynamics - rustling... it rattles (makes noise like when overloaded). The phone was bought as new (not used, not remanufactured, not refurbished) at the Apple store! Technical support advised me to upgrade the operating system, but it didn't yield results. Using Recovery Mode did not help. Then I changed this phone for another (a new, in the box), but there also have this noise! If I switch to ""speakerphone"", then all is well, no noise.
The serial numbers of both devices are very similar, they are released in September (week 35) 2015 and have the letters ""FF"". Maybe this whole marriage party? By the way, I read somewhere that the symbol ""FF"" stands for ""refurbished""... is it really so?
I don't know what to do. In the support I offer to change this phone to another (the third), but I have no confidence that there will not be the same defect. Authorized service center advised me to give in for repair - they will replace the speaker, but to repair the phone, which I didn't use yet - I don't really want.
Of course, if this defect in all the phones, then I have no choice. Rather, the choice is - take the money and buy a phone from another manufacturer, but I have so many years happy to use Apple products (very used to it!), for me it will be a very tough decision.
Friends, maybe someone of you have experience with this? If so, how did you solve this problem? I would be very grateful for any help, for any advice!)
I have the audio of distortion that I'm talking about (recorded on professional equipment) and if anyone is interested, I can send it to any address.","3.0 out of 5 stars"
"67","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&sortBy=recent","What can u say about the best product from Apple!!","5.0 out of 5 stars"
"67","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&sortBy=recent","Excellent cellphone","5.0 out of 5 stars"
"7","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&sortBy=recent","Looked good. Spent a few hours setting it up. Put the att SIM card in. Worked for a day then att shut text / calling down. Att rep said it was stolen. Phone is on its way back to Amazon. Waste of my time. Could buy an unlocked phone direct from Apple for about the same $","1.0 out of 5 stars"
"101","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&sortBy=recent","I got this when I was 30 and it came when I was 35","1.0 out of 5 stars"
"114","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&pageNumber=114&sortBy=recent","Was a good product, my iphone works excellent","5.0 out of 5 stars"
"92","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&sortBy=recent","Excelent","5.0 out of 5 stars"
"118","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&sortBy=recent","I loved it....","5.0 out of 5 stars"
"101","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&sortBy=recent","The Best Phone","5.0 out of 5 stars"
"26","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&sortBy=recent","great product","5.0 out of 5 stars"
"13","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&sortBy=recent","Amazing phone and amazing condition!","5.0 out of 5 stars"
"75","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&sortBy=recent","Excellent","5.0 out of 5 stars"
"8","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&sortBy=recent","the battery is really bad and there are many dents onit","2.0 out of 5 stars"
"74","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&sortBy=recent","We received the product on time and it was impecable, we have not activated it yet but I can asume it it unlocked as the description specified when I bought it.","5.0 out of 5 stars"
"25","http://www.amazon.com/Apple-iPhone-Factory-Unlocked-Phone/product-reviews/B00NQGP42Y/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&sortBy=recent","Worst apple product ever.
I'm an Apple fanboy but what they call iPhone 6 is a piece of crap I had to go to apple to get it repaired for 9 times and it's still not fixed. They tried 7 times to change it for a new/refurbished one and it didn't get better.","1.0 out of 5 stars"
